Run,Start Time,Stop Time,Elapsed time,Setup,Software Version,Output data format version,Concentrator 0,FPGA FW revision,SW revision,PID,Board 0,Model,uC FW revision,Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Config file,Open[0] eth,Open[1] eth,Open[2] eth,Open[3] eth,Open[4] eth,Open[5] eth,Open[6] eth,Open[7] eth,HV_Vbias,HV_Imax,HV_Adjust_Range,HV_IndivAdj,TempSensType,TempFeedbackCoeff,EnableTempFeedback,StartRunMode,StopRunMode,EventBuildingMode,TstampCoincWindow,PresetTime,PresetCounts,JobFirstRun,JobLastRun,RunSleep,EnableJobs,RunNumber_AutoIncr,DataAnalysis,DataFilePath,OF_OutFileUnit,OF_EnMaxSize,OF_MaxSize,OF_ListLL,OF_ListBin,OF_ListAscii,OF_ListCSV,OF_Sync,OF_ServiceInfo,OF_RunInfo,OF_SpectHisto,OF_ToAHisto,OF_ToTHisto,OF_MCS,OF_Staircase,AcquisitionMode,EnableToT,BunchTrgSource,VetoSource,ValidationSource,ValidationMode,CountingMode,ChTrg_Width,EnableCntZeroSuppr,TrgIdMode,TriggerLogic,Tlogic_Width,MajorityLevel,PtrgPeriod,TrefSource,TrefWindow,TrefDelay,T0_Out,T1_Out,ChEnableMask0,ChEnableMask1,FastShaperInput,TD_CoarseThreshold,TD_FineThreshold,Hit_HoldOff,Tlogic_Mask0,Tlogic_Mask1,QD_CoarseThreshold,QD_FineThreshold,Q_DiscrMask0,Q_DiscrMask1,GainSelect,HG_Gain,LG_Gain,Pedestal,ZS_Threshold_LG,ZS_Threshold_HG,HG_ShapingTime,LG_ShapingTime,HoldDelay,MuxClkPeriod,EHistoNbin,ToAHistoNbin,ToARebin,ToAHistoMin,MCSHistoNbin,AnalogProbe0,DigitalProbe0,ProbeChannel0,AnalogProbe1,DigitalProbe1,ProbeChannel1,TestPulseSource,TestPulseAmplitude,TestPulseDestination,TestPulsePreamp,Tlogic_Mask0_0,Tlogic_Mask1_0,Tlogic_Mask0_1,Tlogic_Mask1_1,Elapsed (s),NumParts,NumTriggers,TotalSize_MB,DebugLogMask
311,08/09/2024 01:45,08/09/2024 01:46,92.504 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,PTRG,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,92.504,1,92505,1242.83,
312,08/09/2024 01:47,08/09/2024 02:14,1640.678 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,1640.678,1,51001,685.22,
313,08/09/2024 02:15,08/09/2024 02:15,10.665 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,40,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,PTRG,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,10.665,1,10666,125.38,
314,08/09/2024 02:15,08/09/2024 02:16,3.820 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,40,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,PTRG,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,3.82,1,3821,44.91,
315,08/09/2024 02:16,08/09/2024 02:17,65.332 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,40,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,PTRG,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,65.332,1,65333,877.77,
316,08/09/2024 02:17,08/09/2024 02:45,1633.162 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,40,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,1633.162,1,50826,682.87,
317,08/09/2024 02:48,08/09/2024 02:49,9.664 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,42,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,9.664,1,460,5.41,
318,08/09/2024 02:49,08/09/2024 02:49,8.700 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,42,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,8.7,1,354,2.97,
319,08/09/2024 02:49,08/09/2024 02:49,8.590 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,42,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,8.59,1,437,4.4,
320,08/09/2024 02:49,08/09/2024 02:50,11.811 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,42,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,11.811,1,448,5.27,
321,08/09/2024 02:50,08/09/2024 02:50,5.369 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,42,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,5.369,1,0,0.0,
322,08/09/2024 02:50,08/09/2024 03:45,3294.240 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,42,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,3294.24,1,102052,1371.11,
323,08/09/2024 03:47,08/09/2024 03:47,12.885 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,42,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,12.885,1,455,5.35,
324,08/09/2024 03:47,08/09/2024 03:47,5.369 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,42,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,5.369,1,445,4.48,
325,08/09/2024 03:47,08/09/2024 03:48,10.738 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,42,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,10.738,1,443,5.95,
326,08/09/2024 03:48,08/09/2024 03:48,8.590 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,42,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,8.59,1,436,5.13,
327,08/09/2024 03:48,08/09/2024 03:48,3.221 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,42,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,3.221,1,0,0.0,
328,08/09/2024 03:48,08/09/2024 03:48,2.148 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,42,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,2.148,1,446,5.24,
329,08/09/2024 03:49,08/09/2024 03:49,3.221 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,42,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,3.221,1,452,5.31,
330,08/09/2024 03:49,08/09/2024 03:49,4.295 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,42,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,4.295,1,0,0.0,
331,08/09/2024 03:49,08/09/2024 05:31,6102.075 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,42,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,6102.075,1,100535,1350.72,
332,08/09/2024 05:32,08/09/2024 05:33,106.076 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,42,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,PTRG,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,106.076,1,106077,1425.18,
