Run,Start Time,Stop Time,Elapsed time,Setup,Software Version,Output data format version,Concentrator 0,FPGA FW revision,SW revision,PID,Board 0,Model,uC FW revision,Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Config file,Open[0] eth,Open[1] eth,Open[2] eth,Open[3] eth,Open[4] eth,Open[5] eth,Open[6] eth,Open[7] eth,HV_Vbias,HV_Imax,HV_Adjust_Range,HV_IndivAdj,TempSensType,TempFeedbackCoeff,EnableTempFeedback,StartRunMode,StopRunMode,EventBuildingMode,TstampCoincWindow,PresetTime,PresetCounts,JobFirstRun,JobLastRun,RunSleep,EnableJobs,RunNumber_AutoIncr,DataAnalysis,DataFilePath,OF_OutFileUnit,OF_EnMaxSize,OF_MaxSize,OF_ListLL,OF_ListBin,OF_ListAscii,OF_ListCSV,OF_Sync,OF_ServiceInfo,OF_RunInfo,OF_SpectHisto,OF_ToAHisto,OF_ToTHisto,OF_MCS,OF_Staircase,AcquisitionMode,EnableToT,BunchTrgSource,VetoSource,ValidationSource,ValidationMode,CountingMode,ChTrg_Width,EnableCntZeroSuppr,TrgIdMode,TriggerLogic,Tlogic_Width,MajorityLevel,PtrgPeriod,TrefSource,TrefWindow,TrefDelay,T0_Out,T1_Out,ChEnableMask0,ChEnableMask1,FastShaperInput,TD_CoarseThreshold,TD_FineThreshold,Hit_HoldOff,Tlogic_Mask0,Tlogic_Mask1,QD_CoarseThreshold,QD_FineThreshold,Q_DiscrMask0,Q_DiscrMask1,GainSelect,HG_Gain,LG_Gain,Pedestal,ZS_Threshold_LG,ZS_Threshold_HG,HG_ShapingTime,LG_ShapingTime,HoldDelay,MuxClkPeriod,EHistoNbin,ToAHistoNbin,ToARebin,ToAHistoMin,MCSHistoNbin,AnalogProbe0,DigitalProbe0,ProbeChannel0,AnalogProbe1,DigitalProbe1,ProbeChannel1,TestPulseSource,TestPulseAmplitude,TestPulseDestination,TestPulsePreamp,Tlogic_Mask0_0,Tlogic_Mask1_0,Tlogic_Mask0_1,Tlogic_Mask1_1,Elapsed (s),NumParts,NumTriggers,TotalSize_MB,DebugLogMask
11,04/09/2024 22:40,04/09/2024 22:40,16.106 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,47,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,0 ns,1,TRIGGER_CNT,OR32_AND2,100 ns,3,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,100,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,256,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x0,0x4000008,,,16.106,1,0,0.0,
12,04/09/2024 22:44,04/09/2024 22:44,0.000 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,47,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,0 ns,1,TRIGGER_CNT,OR32_AND2,100 ns,3,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,100,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x0,0x8000008,,,0.0,1,0,0.0,
13,04/09/2024 22:44,04/09/2024 22:44,21.475 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,47,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,0 ns,1,TRIGGER_CNT,OR32_AND2,100 ns,3,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,100,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x0,0xC30000C3,,,21.475,1,0,0.0,
14,04/09/2024 22:44,04/09/2024 22:48,204.011 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,47,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,0 ns,1,TRIGGER_CNT,OR32_AND2,100 ns,3,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,100,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x0,0xC30000C3,,,204.011,1,3124,4.95,
15,04/09/2024 22:48,04/09/2024 22:50,126.702 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,43,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,0 ns,1,TRIGGER_CNT,OR32_AND2,100 ns,3,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,100,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x0,0xC30000C3,,,126.702,1,1350,2.21,
16,04/09/2024 22:50,04/09/2024 23:15,1480.690 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,43,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,0 ns,1,TRIGGER_CNT,MAJ64,100 ns,3,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,100,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x0,0xC30000C3,,,1480.69,1,11333,18.93,
17,04/09/2024 23:15,04/09/2024 23:15,7.516 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,43,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,0 ns,1,TRIGGER_CNT,MAJ64,100 ns,3,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,100,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x0,0x40000040,,,7.516,1,0,0.0,
18,04/09/2024 23:15,04/09/2024 23:18,154.619 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,43,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,0 ns,1,TRIGGER_CNT,MAJ64,100 ns,2,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,100,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x0,0x40000040,,,154.619,1,2244,3.75,
19,04/09/2024 23:18,04/09/2024 23:20,82.678 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,0 ns,1,TRIGGER_CNT,MAJ64,100 ns,2,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,100,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x0,0x40000040,,,82.678,1,2041,3.37,
20,04/09/2024 23:20,04/09/2024 23:22,141.734 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,0 ns,1,TRIGGER_CNT,MAJ64,100 ns,2,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,100,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x20000,0x2000000,,,141.734,1,7472,12.18,
21,04/09/2024 23:22,04/09/2024 23:23,30.065 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,0 ns,1,TRIGGER_CNT,MAJ64,100 ns,2,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,100,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x20000,0x2000000,,,30.065,1,2444,3.97,
22,04/09/2024 23:24,04/09/2024 23:25,42.950 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ64,100 ns,2,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,100,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x20000,0x2000000,,,42.95,1,2376,3.9,
23,04/09/2024 23:40,04/09/2024 23:41,38.655 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ64,100 ns,2,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,1000,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x20000,0x2000000,,,38.655,1,1144,1.88,
24,04/09/2024 23:41,05/09/2024 00:01,1207.960 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ64,100 ns,2,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,1000,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x20000,0x2000000,,,1207.96,1,65869,107.93,
25,05/09/2024 00:02,05/09/2024 00:04,109.522 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,OR32_AND2,100 ns,2,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,1000,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x20000,0x2000000,,,109.522,1,0,0.0,
26,05/09/2024 00:04,05/09/2024 00:04,22.549 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,OR32_AND2,100 ns,2,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,1000,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x20000,0x2000000,,,22.549,1,0,0.0,
27,05/09/2024 00:04,05/09/2024 00:06,93.416 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ64,100 ns,2,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,1000,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x60000,0x6000000,,,93.416,1,7335,11.86,
28,05/09/2024 00:06,05/09/2024 00:08,114.891 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ64,100 ns,2,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,1000,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x20000,0x2000000,,,114.891,1,4095,6.64,
29,05/09/2024 00:09,05/09/2024 00:09,41.513 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ64,100 ns,2,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,1000,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x20000,0x2000000,,,41.513,1,2254,3.71,
30,05/09/2024 00:11,05/09/2024 00:24,773.094 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ64,100 ns,2,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,1000,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x20000,0x2000000,,,773.094,1,42092,68.99,
31,05/09/2024 00:50,05/09/2024 00:53,172.402 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,TLOGIC,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ64,100 ns,2,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,1000,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x20000,0x2000000,,,172.402,1,10429,17.09,
32,05/09/2024 00:54,05/09/2024 01:06,732.292 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ64,100 ns,2,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,1000,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x20000,0x2000000,,,732.292,1,4391,7.37,
33,05/09/2024 01:06,05/09/2024 01:07,51.540 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ64,100 ns,2,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,1000,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x20000,0x2000000,,,51.54,1,861,1.45,
34,05/09/2024 01:23,05/09/2024 01:24,87.056 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,1 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ64,100 ns,2,1 ms,T1-IN,1.0 us,0 ns,ZERO,BUSY,0xFFFFFFFF,0xFFFFFFFF,HG-PA,320,0,1000,0xFFFFFFFF,0xFFFFFFFF,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,25 ns,25 ns,100 ns,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,0,OFF,OFF,0,OFF,200,ALL,BOTH,0x20000,0x2000000,,,87.056,1,1124,1.89,
